Name,Location,Kharif Crop,Rabi Crop,Number of Acres,Method1,Method2,Method3,Number of credits / carbon sequestration potential,Yield Increase,Emission reduction,Cost,Project value,Project Start Date,Verification date,Date of credits receival,Additional comments,Source
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"18,077.00",,,,,01-01-2039,,31-12-2039,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"10,526.00",,,,,01-01-2040,,31-12-2040,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"6,375.00",,,,,01-01-2041,,31-12-2041,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"4,312.00",,,,,01-01-2042,,31-12-2042,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"3,234.00",,,,,01-01-2043,,30-09-2043,,https://registry.verra.org/app/projectDetail/VCS/4746
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"3,46,852.00",,,,,01-05-2021,,31-12-2021,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"5,15,846.00",,,,,01-01-2022,,31-12-2022,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"3,50,372.00",,,,,01-01-2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"2,08,598.00",,,,,01-01-2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,48,470.00",,,,,01-01-2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,12,493.00",,,,,01-01-2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,05,752.00",,,,,01-01-2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,12,841.00",,,,,01-01-2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,12,321.00",,,,,01-01-2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"88,614.00",,,,,01-01-2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"90,329.00",,,,,01-01-2031,,31-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,11,951.00",,,,,01-01-2032,,31-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,13,379.00",,,,,01-01-2033,,31-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,20,268.00",,,,,01-01-2034,,31-12-2034,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,24,101.00",,,,,01-01-2035,,31-12-2035,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,27,794.00",,,,,01-01-2036,,31-12-2036,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,13,364.00",,,,,01-01-2037,,31-12-2037,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,08,269.00",,,,,01-01-2038,,31-12-2038,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,14,281.00",,,,,01-01-2039,,31-12-2039,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"1,14,823.00",,,,,01-01-2040,,31-12-2040,,https://registry.verra.org/app/projectDetail/VCS/4760
HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT ,"Wei County, Handan City, Hebei Province of China",Corn,wheat,"1,15,323.20",Improve fertilizer (organic or inorganic) application,Reduce tillage/improve residue management,,"32,030.00",,,,,01-01-2041,,30-04-2041,,https://registry.verra.org/app/projectDetail/VCS/4760
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"1,37,845.00",,,,,26-05-2021,,31-12-2021,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2022,,31-12-2022,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"2,28,698.00",,,,,01-01-2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4753
FANGCHENG IMPROVED CROPLAND MANAGEMENT PROJECTE  ,"Fangcheng County, Nanyang City, Henan province, China",corn,wheat,"1,35,558.60", Reduced tillage,Improve fertilizer (organic or inorganic) management (Reduce the application of inorganic fertilizers and start the application of organic fertilizers), Improve residue management (Returning straw to the field),"90,853.00",,,,,01-01-2031,,25-05-2031,,https://registry.verra.org/app/projectDetail/VCS/4753
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"20,490.00",,,,,01-10-2020,,31-12-2020,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"81,959.00",,,,,01-01-2021,,31-12-2021,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"81,959.00",,,,,01-01-2022,,31-12-2022,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"81,959.00",,,,,01-01-2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2031,,31-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2032,,31-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2033,,31-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2034,,31-12-2034,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2035,,31-12-2035,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2036,,31-12-2036,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2037,,31-12-2037,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2038,,31-12-2038,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"6,07,746.00",,,,,01-01-2039,,31-12-2039,,https://registry.verra.org/app/projectDetail/VCS/4742
RESILIENT TARANGIRE ECOSYSTEM PROJECT ,Longido districts located in Northern Tanzania,,,"20,50,715.50",improved grazing management,,,"4,55,810.00",,,,,01-01-2040,,30-09-2040,,https://registry.verra.org/app/projectDetail/VCS/4742
